date,Product,Customer_name,Year,Month,Quarter,Purchase_amount
1/8/2020,110100570122--AMI,274,2020,August,3,875
1/8/2020,110100570122--AMI,278,2020,August,3,3500
1/8/2020,110100570122--AMI,287,2020,August,3,3500
1/8/2020,110100570122--AMI,302,2020,August,3,700
1/8/2020,110100570122--AMI,307,2020,August,3,1750
1/8/2020,110100570122--AMI,308,2020,August,3,8750
1/8/2020,110100570122--AMI,316,2020,August,3,875
1/8/2020,110100570122--AMI,317,2020,August,3,875
1/8/2020,110100570122--AMI,318,2020,August,3,5250
1/8/2020,110100570122--AMI,322,2020,August,3,3500
1/8/2020,110100570122--AMI,326,2020,August,3,1750
1/8/2020,110100570122--AMI,327,2020,August,3,875
1/8/2020,110100570122--AMI,328,2020,August,3,1750
1/8/2020,110100570122--AMI,332,2020,August,3,5250
1/8/2020,110100570122--AMI,344,2020,August,3,875
1/8/2020,110100570122--AMI,358,2020,August,3,1750
1/8/2020,110100570122--AMI,361,2020,August,3,875
1/8/2020,110100570122--AMI,363,2020,August,3,5250
1/8/2020,110100570122--AMI,367,2020,August,3,5250
1/8/2020,110100570122--AMI,389,2020,August,3,875
1/8/2020,110100570122--AMI,401,2020,August,3,1050
1/8/2020,110100570122--AMI,418,2020,August,3,875
1/8/2020,110100570122--AMI,419,2020,August,3,1750
1/8/2020,110100570122--AMI,420,2020,August,3,875
1/8/2020,110100570122--AMI,434,2020,August,3,1225
1/8/2020,110100570122--AMI,439,2020,August,3,2625
1/8/2020,110100570122--AMI,451,2020,August,3,1050
1/8/2020,110100570122--AMI,475,2020,August,3,175
1/8/2020,110100570122--AMI,476,2020,August,3,1750
1/8/2020,110100570122--AMI,479,2020,August,3,1050
1/8/2020,110100570122--AMI,489,2020,August,3,3500
1/8/2020,110100570122--AMI,505,2020,August,3,350
1/8/2020,110100570122--AMI,521,2020,August,3,1750
1/8/2020,110100570122--AMI,525,2020,August,3,-1575
1/8/2020,110100570122--AMI,526,2020,August,3,7000
1/8/2020,110100570122--AMI,531,2020,August,3,1750
1/8/2020,110100570122--AMI,533,2020,August,3,350
1/8/2020,110100570122--AMI,541,2020,August,3,700
1/8/2020,110100570122--AMI,543,2020,August,3,10500
1/8/2020,110100570122--AMI,551,2020,August,3,175
1/8/2020,110100570122--AMI,559,2020,August,3,5250
1/8/2020,110100570122--AMI,562,2020,August,3,4550
1/8/2020,110100570122--AMI,563,2020,August,3,875
1/8/2020,110100570122--AMI,567,2020,August,3,1750
1/8/2020,110100570122--AMI,568,2020,August,3,1750
1/8/2020,110100570122--AMI,572,2020,August,3,5600
1/8/2020,110100570122--AMI,578,2020,August,3,7000
1/8/2020,110100570122--AMI,584,2020,August,3,350
1/8/2020,110100570122--AMI,587,2020,August,3,875
1/8/2020,110100570122--AMI,599,2020,August,3,1750
1/8/2020,110100570122--AMI,601,2020,August,3,3500
1/8/2020,110100570122--AMI,602,2020,August,3,700
1/8/2020,110100570122--AMI,606,2020,August,3,7000
1/8/2020,110100570122--AMI,614,2020,August,3,3500
1/8/2020,110100570122--AMI,622,2020,August,3,5250
1/8/2020,110100570122--AMI,625,2020,August,3,1750
1/8/2020,110100570122--AMI,628,2020,August,3,5250
1/8/2020,110100570122--AMI,629,2020,August,3,1750
1/8/2020,110100570122--AMI,640,2020,August,3,525
1/8/2020,110100570122--AMI,644,2020,August,3,3500
1/8/2020,110100570122--AMI,650,2020,August,3,1750
1/8/2020,110100570122--AMI,652,2020,August,3,3500
1/8/2020,110100570122--AMI,653,2020,August,3,1050
1/8/2020,110100570122--AMI,655,2020,August,3,525
1/8/2020,110100570122--AMI,658,2020,August,3,1750
1/8/2020,110100570122--AMI,664,2020,August,3,350
1/8/2020,110100570122--AMI,669,2020,August,3,2100
1/8/2020,110100570122--AMI,670,2020,August,3,875
1/8/2020,110100570122--AMI,672,2020,August,3,6300
1/8/2020,110100570122--AMI,675,2020,August,3,350
1/8/2020,110100570122--AMI,679,2020,August,3,875
1/8/2020,110100570122--AMI,682,2020,August,3,1750
1/8/2020,110100570122--AMI,684,2020,August,3,1750
1/8/2020,110100570122--AMI,690,2020,August,3,700
1/8/2020,110100570122--AMI,695,2020,August,3,1750
1/8/2020,110100570122--AMI,697,2020,August,3,525
1/8/2020,110100570122--AMI,701,2020,August,3,1750
1/8/2020,110100570122--AMI,702,2020,August,3,875
1/8/2020,110100570122--AMI,714,2020,August,3,350
1/8/2020,110100570122--AMI,717,2020,August,3,700
1/8/2020,110100570122--AMI,725,2020,August,3,175
1/8/2020,110100570122--AMI,729,2020,August,3,8750
1/8/2020,110100570122--AMI,732,2020,August,3,1750
1/8/2020,110100570122--AMI,737,2020,August,3,875
1/8/2020,110100570122--AMI,743,2020,August,3,4375
1/8/2020,110100570122--AMI,748,2020,August,3,175
1/8/2020,110100570122--AMI,750,2020,August,3,175
1/8/2020,110100570122--AMI,751,2020,August,3,525
1/8/2020,110100570122--AMI,755,2020,August,3,1050
1/8/2020,110100570122--AMI,757,2020,August,3,1750
1/8/2020,110100570122--AMI,758,2020,August,3,525
1/8/2020,110100570122--AMI,764,2020,August,3,3500
1/8/2020,110100570122--AMI,767,2020,August,3,1750
1/8/2020,110100570122--AMI,770,2020,August,3,525
1/8/2020,110100570122--AMI,774,2020,August,3,1750
1/8/2020,110100570122--AMI,776,2020,August,3,3500
1/8/2020,110100570122--AMI,777,2020,August,3,1750
1/8/2020,110100570122--AMI,786,2020,August,3,1750
1/8/2020,110100570122--AMI,796,2020,August,3,525
1/8/2020,110100570122--AMI,805,2020,August,3,8750
1/8/2020,110100570122--AMI,810,2020,August,3,5250
1/8/2020,110100570122--AMI,812,2020,August,3,17500
1/8/2020,110100570122--AMI,813,2020,August,3,350
1/8/2020,110100570122--AMI,819,2020,August,3,2625
1/8/2020,110100570122--AMI,832,2020,August,3,8750
1/8/2020,110100570122--AMI,836,2020,August,3,10500
1/8/2020,110100570122--AMI,838,2020,August,3,4375
1/8/2020,110100570122--AMI,846,2020,August,3,875
1/8/2020,110100570122--AMI,847,2020,August,3,175
1/8/2020,110100570122--AMI,872,2020,August,3,175
1/8/2020,110100570122--AMI,887,2020,August,3,3500
1/8/2020,110100570122--AMI,891,2020,August,3,1400
1/8/2020,110100570122--AMI,894,2020,August,3,10500
1/8/2020,110100570122--AMI,898,2020,August,3,-350
1/8/2020,110100570122--AMI,900,2020,August,3,3500
1/8/2020,110100570122--AMI,917,2020,August,3,175
1/8/2020,110100570122--AMI,921,2020,August,3,3500
1/8/2020,110100570122--AMI,926,2020,August,3,10500
1/8/2020,110100570122--AMI,980,2020,August,3,175
1/8/2020,110100570122--AMI,982,2020,August,3,700
1/8/2020,110100570122--AMI,985,2020,August,3,700
1/8/2020,110100570122--AMI,986,2020,August,3,1750
1/8/2020,110100570122--AMI,998,2020,August,3,1752
1/8/2020,110100570122--AMI,999,2020,August,3,15595
1/8/2020,110100570122--AMI,1000,2020,August,3,31542
1/8/2020,110100570122--AMI,1002,2020,August,3,175
1/8/2020,110100570122--AMI,1005,2020,August,3,700
1/8/2020,110100570122--AMI,1006,2020,August,3,700
1/8/2020,110100570122--AMI,1010,2020,August,3,1050
1/8/2020,110100570122--AMI,1017,2020,August,3,3504
1/8/2020,110100570122--AMI,1031,2020,August,3,934
1/8/2020,110100570122--AMI,1040,2020,August,3,1869
1/8/2020,110100570122--AMI,1047,2020,August,3,1050
1/8/2020,110100570122--AMI,1053,2020,August,3,1750
1/8/2020,110100570122--AMI,1060,2020,August,3,193
1/8/2020,110100570122--AMI,1070,2020,August,3,1752
1/8/2020,110100570122--AMI,1080,2020,August,3,875
1/8/2020,110100570122--AMI,1085,2020,August,3,560
1/8/2020,110100570122--AMI,1088,2020,August,3,525
1/8/2020,110100570122--AMI,1110,2020,August,3,1752
1/8/2020,110100570122--AMI,1116,2020,August,3,193
1/8/2020,110100570122--AMI,1136,2020,August,3,350
1/8/2020,110100570122--AMI,1190,2020,August,3,387
1/8/2020,110100570122--AMI,1196,2020,August,3,350
1/8/2020,110100570122--AMI,1218,2020,August,3,175
1/8/2020,110100570122--AMI,1219,2020,August,3,876
1/8/2020,110100570122--AMI,1220,2020,August,3,175
1/8/2020,110100570122--AMI,1224,2020,August,3,387
1/8/2020,110100570122--AMI,1227,2020,August,3,387
1/8/2020,110100570122--AMI,1242,2020,August,3,2628
1/8/2020,110100570122--AMI,1243,2020,August,3,350
1/8/2020,110100570122--AMI,1267,2020,August,3,1752
1/8/2020,110100570122--AMI,1269,2020,August,3,875
1/8/2020,110100570122--AMI,1274,2020,August,3,1939
1/8/2020,110100570122--AMI,1283,2020,August,3,175
1/8/2020,110100570122--AMI,1295,2020,August,3,186
1/8/2020,110100570122--AMI,1305,2020,August,3,1051
1/8/2020,110100570122--AMI,1309,2020,August,3,1752
1/8/2020,110100570122--AMI,1310,2020,August,3,193
1/8/2020,110100570122--AMI,1362,2020,August,3,193
1/8/2020,110100570122--AMI,1477,2020,August,3,157009
1/8/2020,110100570122--AMI,1483,2020,August,3,2521
1/8/2020,110100570122--AMI,1484,2020,August,3,100
1/8/2020,110100570122--AMI,1486,2020,August,3,224
1/8/2020,110100570122--AMI,1487,2020,August,3,4550
1/9/2020,110100570122--AMI,2,2020,September,3,1750
1/9/2020,110100570122--AMI,8,2020,September,3,5250
1/9/2020,110100570122--AMI,18,2020,September,3,700
1/9/2020,110100570122--AMI,30,2020,September,3,1400
1/9/2020,110100570122--AMI,34,2020,September,3,875
1/9/2020,110100570122--AMI,49,2020,September,3,1050
1/9/2020,110100570122--AMI,63,2020,September,3,1750
1/9/2020,110100570122--AMI,105,2020,September,3,350
1/9/2020,110100570122--AMI,107,2020,September,3,1750
1/9/2020,110100570122--AMI,118,2020,September,3,17500
1/9/2020,110100570122--AMI,130,2020,September,3,6300
1/9/2020,110100570122--AMI,137,2020,September,3,350
1/9/2020,110100570122--AMI,148,2020,September,3,875
1/9/2020,110100570122--AMI,157,2020,September,3,1750
1/9/2020,110100570122--AMI,158,2020,September,3,3500
1/9/2020,110100570122--AMI,159,2020,September,3,875
1/9/2020,110100570122--AMI,170,2020,September,3,1750
1/9/2020,110100570122--AMI,183,2020,September,3,17500
1/9/2020,110100570122--AMI,185,2020,September,3,1400
1/9/2020,110100570122--AMI,191,2020,September,3,1750
1/9/2020,110100570122--AMI,197,2020,September,3,525
1/9/2020,110100570122--AMI,209,2020,September,3,875
1/9/2020,110100570122--AMI,213,2020,September,3,875
1/9/2020,110100570122--AMI,216,2020,September,3,8750
1/9/2020,110100570122--AMI,220,2020,September,3,5250
1/9/2020,110100570122--AMI,239,2020,September,3,8750
1/9/2020,110100570122--AMI,241,2020,September,3,1750
1/9/2020,110100570122--AMI,248,2020,September,3,350
1/9/2020,110100570122--AMI,267,2020,September,3,1750
1/9/2020,110100570122--AMI,276,2020,September,3,3500
1/9/2020,110100570122--AMI,281,2020,September,3,5250
1/9/2020,110100570122--AMI,282,2020,September,3,1750
1/9/2020,110100570122--AMI,286,2020,September,3,8750
1/9/2020,110100570122--AMI,303,2020,September,3,5250
1/9/2020,110100570122--AMI,309,2020,September,3,3500
1/9/2020,110100570122--AMI,314,2020,September,3,875
1/9/2020,110100570122--AMI,349,2020,September,3,8750
1/9/2020,110100570122--AMI,350,2020,September,3,1750
1/9/2020,110100570122--AMI,352,2020,September,3,875
1/9/2020,110100570122--AMI,354,2020,September,3,1750
1/9/2020,110100570122--AMI,360,2020,September,3,1750
1/9/2020,110100570122--AMI,361,2020,September,3,1750
1/9/2020,110100570122--AMI,372,2020,September,3,1750
1/9/2020,110100570122--AMI,378,2020,September,3,3500
1/9/2020,110100570122--AMI,401,2020,September,3,1050
1/9/2020,110100570122--AMI,415,2020,September,3,1750
1/9/2020,110100570122--AMI,422,2020,September,3,525
1/9/2020,110100570122--AMI,424,2020,September,3,3500
1/9/2020,110100570122--AMI,427,2020,September,3,3500
1/9/2020,110100570122--AMI,432,2020,September,3,875
1/9/2020,110100570122--AMI,457,2020,September,3,1750
1/9/2020,110100570122--AMI,459,2020,September,3,1050
1/9/2020,110100570122--AMI,460,2020,September,3,1750
1/9/2020,110100570122--AMI,469,2020,September,3,1750
1/9/2020,110100570122--AMI,470,2020,September,3,1750
1/9/2020,110100570122--AMI,473,2020,September,3,3500
1/9/2020,110100570122--AMI,481,2020,September,3,2100
1/9/2020,110100570122--AMI,485,2020,September,3,1225
1/9/2020,110100570122--AMI,489,2020,September,3,5250
1/9/2020,110100570122--AMI,505,2020,September,3,350
1/9/2020,110100570122--AMI,508,2020,September,3,1750
1/9/2020,110100570122--AMI,515,2020,September,3,1750
1/9/2020,110100570122--AMI,518,2020,September,3,12600
1/9/2020,110100570122--AMI,537,2020,September,3,1750
1/9/2020,110100570122--AMI,539,2020,September,3,875
1/9/2020,110100570122--AMI,544,2020,September,3,875
1/9/2020,110100570122--AMI,556,2020,September,3,5250
1/9/2020,110100570122--AMI,564,2020,September,3,10500
1/9/2020,110100570122--AMI,575,2020,September,3,1050
1/9/2020,110100570122--AMI,584,2020,September,3,875
1/9/2020,110100570122--AMI,587,2020,September,3,1750
1/9/2020,110100570122--AMI,599,2020,September,3,1750
1/9/2020,110100570122--AMI,605,2020,September,3,3500
1/9/2020,110100570122--AMI,619,2020,September,3,1750
1/9/2020,110100570122--AMI,623,2020,September,3,2625
1/9/2020,110100570122--AMI,629,2020,September,3,1750
1/9/2020,110100570122--AMI,630,2020,September,3,525
1/9/2020,110100570122--AMI,647,2020,September,3,6300
1/9/2020,110100570122--AMI,654,2020,September,3,3500
1/9/2020,110100570122--AMI,681,2020,September,3,14000
1/9/2020,110100570122--AMI,684,2020,September,3,1750
1/9/2020,110100570122--AMI,686,2020,September,3,875
1/9/2020,110100570122--AMI,691,2020,September,3,875
1/9/2020,110100570122--AMI,694,2020,September,3,350
1/9/2020,110100570122--AMI,698,2020,September,3,175
1/9/2020,110100570122--AMI,714,2020,September,3,350
1/9/2020,110100570122--AMI,716,2020,September,3,4550
1/9/2020,110100570122--AMI,727,2020,September,3,350
1/9/2020,110100570122--AMI,728,2020,September,3,175
1/9/2020,110100570122--AMI,733,2020,September,3,525
1/9/2020,110100570122--AMI,736,2020,September,3,1050
1/9/2020,110100570122--AMI,742,2020,September,3,525
1/9/2020,110100570122--AMI,743,2020,September,3,4375
1/9/2020,110100570122--AMI,756,2020,September,3,875
1/9/2020,110100570122--AMI,761,2020,September,3,350
1/9/2020,110100570122--AMI,762,2020,September,3,875
1/9/2020,110100570122--AMI,766,2020,September,3,350
1/9/2020,110100570122--AMI,772,2020,September,3,1750
1/9/2020,110100570122--AMI,788,2020,September,3,1750
1/9/2020,110100570122--AMI,796,2020,September,3,525
1/9/2020,110100570122--AMI,815,2020,September,3,875
1/9/2020,110100570122--AMI,825,2020,September,3,17500
1/9/2020,110100570122--AMI,828,2020,September,3,3500
1/9/2020,110100570122--AMI,829,2020,September,3,3500
1/9/2020,110100570122--AMI,832,2020,September,3,8750
1/9/2020,110100570122--AMI,836,2020,September,3,-5250
1/9/2020,110100570122--AMI,838,2020,September,3,3500
1/9/2020,110100570122--AMI,851,2020,September,3,5250
1/9/2020,110100570122--AMI,890,2020,September,3,700
1/9/2020,110100570122--AMI,907,2020,September,3,175
1/9/2020,110100570122--AMI,933,2020,September,3,8750
1/9/2020,110100570122--AMI,985,2020,September,3,1750
1/9/2020,110100570122--AMI,986,2020,September,3,1750
1/9/2020,110100570122--AMI,999,2020,September,3,15771
1/9/2020,110100570122--AMI,1001,2020,September,3,175
1/9/2020,110100570122--AMI,1010,2020,September,3,700
1/9/2020,110100570122--AMI,1032,2020,September,3,350
1/9/2020,110100570122--AMI,1079,2020,September,3,175
1/9/2020,110100570122--AMI,1081,2020,September,3,175
1/9/2020,110100570122--AMI,1123,2020,September,3,3500
1/9/2020,110100570122--AMI,1135,2020,September,3,5607
1/9/2020,110100570122--AMI,1170,2020,September,3,387
1/9/2020,110100570122--AMI,1172,2020,September,3,1752
1/9/2020,110100570122--AMI,1179,2020,September,3,350
1/9/2020,110100570122--AMI,1196,2020,September,3,525
1/9/2020,110100570122--AMI,1201,2020,September,3,35046
1/9/2020,110100570122--AMI,1202,2020,September,3,175
1/9/2020,110100570122--AMI,1211,2020,September,3,876
1/9/2020,110100570122--AMI,1218,2020,September,3,350
1/9/2020,110100570122--AMI,1237,2020,September,3,193
1/9/2020,110100570122--AMI,1239,2020,September,3,1752
1/9/2020,110100570122--AMI,1251,2020,September,3,525
1/9/2020,110100570122--AMI,1259,2020,September,3,10864
1/9/2020,110100570122--AMI,1261,2020,September,3,350
1/9/2020,110100570122--AMI,1271,2020,September,3,875
1/9/2020,110100570122--AMI,1272,2020,September,3,3504
1/9/2020,110100570122--AMI,1274,2020,September,3,3878
1/9/2020,110100570122--AMI,1283,2020,September,3,350
1/9/2020,110100570122--AMI,1291,2020,September,3,193
1/9/2020,110100570122--AMI,1293,2020,September,3,969
1/9/2020,110100570122--AMI,1294,2020,September,3,4672
1/9/2020,110100570122--AMI,1309,2020,September,3,1752
1/9/2020,110100570122--AMI,1316,2020,September,3,581
1/9/2020,110100570122--AMI,1321,2020,September,3,581
1/9/2020,110100570122--AMI,1326,2020,September,3,350
1/9/2020,110100570122--AMI,1339,2020,September,3,525
1/9/2020,110100570122--AMI,1340,2020,September,3,3280
1/9/2020,110100570122--AMI,1381,2020,September,3,350
1/9/2020,110100570122--AMI,1382,2020,September,3,5817
1/9/2020,110100570122--AMI,1477,2020,September,3,78504
1/9/2020,110100570122--AMI,1483,2020,September,3,7039
1/9/2020,110100570122--AMI,1484,2020,September,3,79
1/9/2020,110100570122--AMI,1486,2020,September,3,151
1/9/2020,110100570122--AMI,1487,2020,September,3,6475
1/10/2020,110100570122--AMI,1,2020,October,4,10500
1/10/2020,110100570122--AMI,6,2020,October,4,875
1/10/2020,110100570122--AMI,9,2020,October,4,875
1/10/2020,110100570122--AMI,11,2020,October,4,2625
1/10/2020,110100570122--AMI,14,2020,October,4,525
1/10/2020,110100570122--AMI,15,2020,October,4,7000
1/10/2020,110100570122--AMI,18,2020,October,4,1750
1/10/2020,110100570122--AMI,19,2020,October,4,875
1/10/2020,110100570122--AMI,20,2020,October,4,875
1/10/2020,110100570122--AMI,24,2020,October,4,1750
1/10/2020,110100570122--AMI,28,2020,October,4,3500
1/10/2020,110100570122--AMI,29,2020,October,4,875
1/10/2020,110100570122--AMI,30,2020,October,4,350
1/10/2020,110100570122--AMI,32,2020,October,4,1225
1/10/2020,110100570122--AMI,36,2020,October,4,3500
1/10/2020,110100570122--AMI,37,2020,October,4,3150
1/10/2020,110100570122--AMI,42,2020,October,4,1750
1/10/2020,110100570122--AMI,48,2020,October,4,1050
1/10/2020,110100570122--AMI,54,2020,October,4,12250
1/10/2020,110100570122--AMI,60,2020,October,4,1400
1/10/2020,110100570122--AMI,61,2020,October,4,3500
1/10/2020,110100570122--AMI,63,2020,October,4,1750
1/10/2020,110100570122--AMI,67,2020,October,4,875
1/10/2020,110100570122--AMI,69,2020,October,4,350
1/10/2020,110100570122--AMI,70,2020,October,4,10500
1/10/2020,110100570122--AMI,72,2020,October,4,2100
1/10/2020,110100570122--AMI,77,2020,October,4,7000
1/10/2020,110100570122--AMI,80,2020,October,4,15750
1/10/2020,110100570122--AMI,85,2020,October,4,2100
1/10/2020,110100570122--AMI,86,2020,October,4,700
1/10/2020,110100570122--AMI,89,2020,October,4,1750
1/10/2020,110100570122--AMI,91,2020,October,4,175
1/10/2020,110100570122--AMI,93,2020,October,4,1750
1/10/2020,110100570122--AMI,94,2020,October,4,350
1/10/2020,110100570122--AMI,98,2020,October,4,1750
1/10/2020,110100570122--AMI,99,2020,October,4,5250
1/10/2020,110100570122--AMI,100,2020,October,4,1750
1/10/2020,110100570122--AMI,104,2020,October,4,1750
1/10/2020,110100570122--AMI,109,2020,October,4,3500
1/10/2020,110100570122--AMI,113,2020,October,4,350
1/10/2020,110100570122--AMI,115,2020,October,4,3500
1/10/2020,110100570122--AMI,119,2020,October,4,2100
1/10/2020,110100570122--AMI,121,2020,October,4,875
1/10/2020,110100570122--AMI,124,2020,October,4,3500
1/10/2020,110100570122--AMI,127,2020,October,4,10500
1/10/2020,110100570122--AMI,128,2020,October,4,6300
1/10/2020,110100570122--AMI,129,2020,October,4,14000
1/10/2020,110100570122--AMI,130,2020,October,4,6300
1/10/2020,110100570122--AMI,138,2020,October,4,8750
1/10/2020,110100570122--AMI,139,2020,October,4,3500
1/10/2020,110100570122--AMI,142,2020,October,4,1225
1/10/2020,110100570122--AMI,160,2020,October,4,6300
1/10/2020,110100570122--AMI,162,2020,October,4,3500
1/10/2020,110100570122--AMI,163,2020,October,4,1750
1/10/2020,110100570122--AMI,167,2020,October,4,7000
1/10/2020,110100570122--AMI,170,2020,October,4,1750
1/10/2020,110100570122--AMI,171,2020,October,4,175
1/10/2020,110100570122--AMI,178,2020,October,4,7000
1/10/2020,110100570122--AMI,179,2020,October,4,1750
1/10/2020,110100570122--AMI,180,2020,October,4,3150
1/10/2020,110100570122--AMI,183,2020,October,4,17500
1/10/2020,110100570122--AMI,185,2020,October,4,875
1/10/2020,110100570122--AMI,186,2020,October,4,3500
1/10/2020,110100570122--AMI,190,2020,October,4,3500
1/10/2020,110100570122--AMI,197,2020,October,4,875
1/10/2020,110100570122--AMI,198,2020,October,4,1400
1/10/2020,110100570122--AMI,205,2020,October,4,175
1/10/2020,110100570122--AMI,216,2020,October,4,8750
1/10/2020,110100570122--AMI,222,2020,October,4,2625
1/10/2020,110100570122--AMI,226,2020,October,4,1750
1/10/2020,110100570122--AMI,232,2020,October,4,700
1/10/2020,110100570122--AMI,235,2020,October,4,6300
1/10/2020,110100570122--AMI,236,2020,October,4,1750
1/10/2020,110100570122--AMI,238,2020,October,4,8750
1/10/2020,110100570122--AMI,240,2020,October,4,7000
1/10/2020,110100570122--AMI,244,2020,October,4,2625
1/10/2020,110100570122--AMI,247,2020,October,4,1750
1/10/2020,110100570122--AMI,249,2020,October,4,1400
1/10/2020,110100570122--AMI,251,2020,October,4,5250
1/10/2020,110100570122--AMI,254,2020,October,4,6125
1/10/2020,110100570122--AMI,262,2020,October,4,1050
1/10/2020,110100570122--AMI,265,2020,October,4,1750
1/10/2020,110100570122--AMI,271,2020,October,4,17500
1/10/2020,110100570122--AMI,272,2020,October,4,8750
1/10/2020,110100570122--AMI,285,2020,October,4,2625
1/10/2020,110100570122--AMI,289,2020,October,4,1750
1/10/2020,110100570122--AMI,294,2020,October,4,5250
1/10/2020,110100570122--AMI,297,2020,October,4,1050
1/10/2020,110100570122--AMI,298,2020,October,4,1750
1/10/2020,110100570122--AMI,303,2020,October,4,10500
1/10/2020,110100570122--AMI,305,2020,October,4,3500
1/10/2020,110100570122--AMI,306,2020,October,4,1750
1/10/2020,110100570122--AMI,310,2020,October,4,3150
1/10/2020,110100570122--AMI,314,2020,October,4,1050
1/10/2020,110100570122--AMI,321,2020,October,4,875
1/10/2020,110100570122--AMI,324,2020,October,4,1575
1/10/2020,110100570122--AMI,326,2020,October,4,1750
1/10/2020,110100570122--AMI,327,2020,October,4,875
1/10/2020,110100570122--AMI,345,2020,October,4,350
1/10/2020,110100570122--AMI,353,2020,October,4,1750
1/10/2020,110100570122--AMI,354,2020,October,4,3500
1/10/2020,110100570122--AMI,360,2020,October,4,1750
1/10/2020,110100570122--AMI,365,2020,October,4,7000
1/10/2020,110100570122--AMI,376,2020,October,4,2625
1/10/2020,110100570122--AMI,379,2020,October,4,875
1/10/2020,110100570122--AMI,383,2020,October,4,1575
1/10/2020,110100570122--AMI,390,2020,October,4,6300
1/10/2020,110100570122--AMI,392,2020,October,4,1750
1/10/2020,110100570122--AMI,394,2020,October,4,3150
1/10/2020,110100570122--AMI,401,2020,October,4,350
1/10/2020,110100570122--AMI,408,2020,October,4,1750
1/10/2020,110100570122--AMI,409,2020,October,4,3500
1/10/2020,110100570122--AMI,413,2020,October,4,875
1/10/2020,110100570122--AMI,417,2020,October,4,3500
1/10/2020,110100570122--AMI,419,2020,October,4,4200
1/10/2020,110100570122--AMI,420,2020,October,4,525
1/10/2020,110100570122--AMI,423,2020,October,4,2800
1/10/2020,110100570122--AMI,435,2020,October,4,31500
1/10/2020,110100570122--AMI,436,2020,October,4,5250
1/10/2020,110100570122--AMI,439,2020,October,4,1750
1/10/2020,110100570122--AMI,450,2020,October,4,875
1/10/2020,110100570122--AMI,462,2020,October,4,2625
1/10/2020,110100570122--AMI,466,2020,October,4,700
1/10/2020,110100570122--AMI,470,2020,October,4,3500
1/10/2020,110100570122--AMI,471,2020,October,4,3500
1/10/2020,110100570122--AMI,473,2020,October,4,3500
1/10/2020,110100570122--AMI,475,2020,October,4,175
1/10/2020,110100570122--AMI,476,2020,October,4,1750
1/10/2020,110100570122--AMI,477,2020,October,4,1225
1/10/2020,110100570122--AMI,478,2020,October,4,1925
1/10/2020,110100570122--AMI,480,2020,October,4,3500
1/10/2020,110100570122--AMI,490,2020,October,4,2100
1/10/2020,110100570122--AMI,492,2020,October,4,525
1/10/2020,110100570122--AMI,498,2020,October,4,525
1/10/2020,110100570122--AMI,499,2020,October,4,2625
1/10/2020,110100570122--AMI,500,2020,October,4,1925
1/10/2020,110100570122--AMI,501,2020,October,4,1400
1/10/2020,110100570122--AMI,504,2020,October,4,3500
1/10/2020,110100570122--AMI,506,2020,October,4,1750
1/10/2020,110100570122--AMI,507,2020,October,4,875
1/10/2020,110100570122--AMI,512,2020,October,4,1750
1/10/2020,110100570122--AMI,516,2020,October,4,1750
1/10/2020,110100570122--AMI,518,2020,October,4,17500
1/10/2020,110100570122--AMI,519,2020,October,4,1750
1/10/2020,110100570122--AMI,520,2020,October,4,3500
1/10/2020,110100570122--AMI,521,2020,October,4,1050
1/10/2020,110100570122--AMI,522,2020,October,4,3500
1/10/2020,110100570122--AMI,523,2020,October,4,1750
1/10/2020,110100570122--AMI,524,2020,October,4,6300
1/10/2020,110100570122--AMI,527,2020,October,4,2625
1/10/2020,110100570122--AMI,530,2020,October,4,175
1/10/2020,110100570122--AMI,537,2020,October,4,2625
1/10/2020,110100570122--AMI,539,2020,October,4,700
1/10/2020,110100570122--AMI,540,2020,October,4,875
1/10/2020,110100570122--AMI,542,2020,October,4,700
1/10/2020,110100570122--AMI,543,2020,October,4,10500
1/10/2020,110100570122--AMI,548,2020,October,4,350
1/10/2020,110100570122--AMI,549,2020,October,4,3500
1/10/2020,110100570122--AMI,550,2020,October,4,1750
1/10/2020,110100570122--AMI,551,2020,October,4,350
1/10/2020,110100570122--AMI,552,2020,October,4,3500
1/10/2020,110100570122--AMI,557,2020,October,4,525
1/10/2020,110100570122--AMI,559,2020,October,4,6300
1/10/2020,110100570122--AMI,561,2020,October,4,700
1/10/2020,110100570122--AMI,562,2020,October,4,6300
1/10/2020,110100570122--AMI,563,2020,October,4,1750
1/10/2020,110100570122--AMI,564,2020,October,4,17500
1/10/2020,110100570122--AMI,566,2020,October,4,1750
1/10/2020,110100570122--AMI,567,2020,October,4,3150
1/10/2020,110100570122--AMI,568,2020,October,4,1750
1/10/2020,110100570122--AMI,570,2020,October,4,2625
1/10/2020,110100570122--AMI,572,2020,October,4,3500
1/10/2020,110100570122--AMI,574,2020,October,4,1750
1/10/2020,110100570122--AMI,575,2020,October,4,1050
1/10/2020,110100570122--AMI,579,2020,October,4,875
1/10/2020,110100570122--AMI,581,2020,October,4,1750
1/10/2020,110100570122--AMI,582,2020,October,4,5250
1/10/2020,110100570122--AMI,585,2020,October,4,7000
1/10/2020,110100570122--AMI,587,2020,October,4,3500
1/10/2020,110100570122--AMI,590,2020,October,4,2625
1/10/2020,110100570122--AMI,593,2020,October,4,1750
1/10/2020,110100570122--AMI,599,2020,October,4,1750
1/10/2020,110100570122--AMI,603,2020,October,4,1400
